Land;Brand;Status;Week;Old_mat;New_mat;Art_nr;Prod_grp;Description_SE;Descripiton_DK;GTIN_CU;GTIN_TU;GTIN_Pallet;Type_nr;SP_CU;Depth_CU;Width_CU;Height_CU;Weight_kg_CU;CU_TU;(CU_TU);Depth_TU;Width_TU;Height_TU;Weight_kg_TU;TU_Layer;TU_Pallet;Hi_inc_Pal;GW_PU_kg;NW_PU_kg;DVH_CU   ;DVH_TU;FH_CU;FH_TU;NET_III;REK_UT_PRIS;Promo_pris;ICA;Coop;B-dahl;Axfood;EEL ;Elkjöp;Mediamarkt;Expert;DK;Transferpris 2013 per PC (materialnr);Kalkylerat lagervärde Klippan 2013 per PC (EAN);;CU   ;TU;VEJLEDE_PRIS;Promo_pris;Miljö_märkt;C_ Code
Nordic;Melitta;;;6750343;6762519;96058;AVKALK. & RENGÖRING;AVKALKARE FILTERKAFFEBR. TABLETT 4x12G;AFKALKER FILTERKAFFEBR. TABS 4x12G;4,01E+12;4,01E+12;4,01E+12;;4;94;16;160;0,058333333;12;;200;100;168;0,7;48;240;990;;;11,8;141,6;10,6;127,2;;20;;;;229211;;;;1109791;;;3,5217;3,58;0,0583;8,5;102;24,95;;;34022090
Nordic;Melitta;N;w 22 16;6546281;6762511;96090;AVKALK. & RENGÖRING;VATTENFILTER 1-P;VANDFILTER 1-P;4,01E+12;4,01E+12;4,01E+12;;1;40;230;50;0,085;10;;230;200;100;0,9;20;180;1050;;;94,3;943;94,3;943;;;;;;;;300737;;1121431;;;33,63;33,73;0,099999999;70,5;705;149;;;34022090
Nordic;Melitta;;;6757415;6762482;96255;AVKALK. & RENGÖRING;AVKALKARE FILTERKAFFEBR. PULVER 6x20G;AFKALKER FILTERKAFFEBR. PULVER 6x20G;4,01E+12;4,01E+12;4,01E+12;;6;18;110;181;0,16;10;;195;117;188;1,7;40;160;900;;;17,8;178;21,2;212;;40;;1728245;249509;229187;101004191;;;1103126;;;4,92131;4,95;0,02869;13,5;135;34,95;;;34022090
Nordic;Melitta;X;;6574772;6758166;96545;AVKALK. & RENGÖRING;AVKALKARE VATTENKOKARE GELE FLYTANDE 250ML;AFKALKER ELKEDEL GELE FLYTANDE 250ML;4,01E+12;4,01E+12;4,01E+12;;1;40;73;174;0,295;8;;172;152;181;2,5;34;170;1050;;;27;216;25,4;203,2;;49;;;;;;;;;;;5,9598;6,09;0,1302;14;112;34,95;;;34022090
Nordic;Melitta;;;;6659226;97073;KAFFEFILTER , VITA;KAFFEFILTER 102 VITA 80-P;KAFFEFILTER 102 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;42;122;173;0,145;9;;390;129;175;1,385;18;90;1020;;;16,006;144,1;13,3;119,7;;;;1964436;70888;8836706;100220075;;;X;;;2,967;3,21;0,243;8,55;76,95;20,95;;S, FSC;48232000
Nordic;Melitta;;;6606206;6762521;97223;AVKALK. & RENGÖRING;RENGÖRNING MJÖLKSYSTEM, FLYTANDE 250ML;RENGÖRNING MJÖLKSYSTEM, FLYTANDE 250ML;4,01E+12;4,01E+12;4,01E+12;;1;40;73;174;0,3;8;;172;152;181;2,445;34;170;1055;;;51;408;54,1;432,8;;99;;;;;;;;1164792;;;7,9463;8,08;0,1337;29;232;65;;;34022090
Nordic;Melitta;;;6640095;6747190;97554;AVKALK. & RENGÖRING;PERFECT CLEAN - CARE SET;PERFECT CLEAN - CARE SET;4,01E+12;4,01E+12;4,01E+12;;1;63;159;181;0,57;4;;171;280;198;2,4;19;76;937;;;0;0;215;860;126,4;349;;;;;;;;;;;58,05;58,63999998;0,589999979;130;520;279;;;34022090
Nordic;Melitta;X;v 7 2017;;6652166;97729;TILLBEHÖR ;FÖRVARINGSBOX 250G;FÖRVARINGSBOX 250G;4,01E+12;4,01E+12;4,01E+12;;1;116;166;127;0,28;6;;360;250;140;1,83;16;32;785;;;92;552;92;552;30,19;149;;;;;;;;X;;;36,12;;-36,12;65;390;129;;;70134999
Nordic;Melitta;;;;6650841;97734;ACCESSOARER;THERMMUGG PREMIUM SST 350ml;THERMOKOP PREMIUM SST 350ml;4,01E+12;4,01E+12;4,01E+12;;1;88;88;215;0,352;4;;190;190;265;1,558;18;54;902;;;111;444;111;444;73,27;179;;;215475;;;;;;;;32,51;;-32,51;80;320;149;;;39241000
Nordic;Melitta;;;6687861;6763159;98056;KAFFEFILTER PREMIUM;KAFFEFILTER GOURMET INTENSE 1X4 VITA 80-P;KAFFEFILTER GOURMET INTENSE 1X4 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;47;132;198;0,18;8;;390;138;199;1,54;16;64;941;;;21,677;173,4;17,3;138,4;;;;1798370;66551;8922247;101218009;;;X;;;;;0;12;96;25,95;;S, FSC;48232000
Nordic;Melitta;;;6687878;6763161;98060;KAFFEFILTER PREMIUM;KAFFEFILTER GOURMET MILD 1X4 VITA 80-P;KAFFEFILTER GOURMET MILD 1X4 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;47;132;198;0,18;8;;390;138;199;1,54;16;64;941;;;21,677;173,4;17,3;138,4;;;;;;8922254;;;;X;;;;;0;12;96;25,95;;S, FSC;48232000
Nordic;Melitta;;;6663360;6702762;98118;TILLBEHÖR ;DOSERINGSMÅTT;DOSERINGSMÅTT;4,01E+12;4,01E+12;4,01E+12;;1;26;70;223;0,047;10;;200;152;223;0,58;4;120;1037;;;42;420;42;420;20,9;69;;;;;;;;X;;;12,13;;-12,13;27;270;50;;;82159910
Nordic;Melitta;N;w 07 17;6739522;6763163;98578;KAFFEFILTER NATURA;KAFFEFILTER NATURA 1X4 OBLEKTA 80-P;KAFFEFILTER NATURA 1X4 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;48;132;199;0,18;8;;391;137;199;1,5;16;64;941;;;21,677;173,4;17,3;138,4;11;24,9;;1873603;;9599440;101261354;;;1294457;;;;;;12;96;25,95;; ;48232000
Nordic;Melitta;N;w 35 17;6761024;6764386;99025;ACCESSOARER;POUR OVER GLASKANNA 700 ML;POUR OVER GLASKANDE 700 ML;4,01E+12;4,01E+12;4,01E+12;;1;146;146;125;0,315;4;;310;310;137;1,52;12;36;1200;;;65,96;263,84;65,96;263,84;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;N;w 35 17;6761026;6764387;99174;ACCESSOARER;POUR OVER VATTEN KANNA;POUR OVER KANDE;4,01E+12;4,01E+12;4,01E+12;;1;185;223;170;0,567;2;;230;375;182;1,214;18;36;950;;;165,72;331,44;165,72;331,44;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;N;w 35 17;6761022;6764385;99180;ACCESSOARER;POUR OVER PREMIUM  FILTERTRATT 1X6;POUR OVER PREMIUM TRAGT 1x6;4,01E+12;4,01E+12;4,01E+12;;1;153;153;135;0,22;4;;165;315;285;1,08;12;36;1125;;;65,96;263,84;65,96;263,84;;;;;;;;;;;;;;;;;;;;;39241000
Nordic;Melitta;N;w 35 17;6761021;6764384;99183;ACCESSOARER;POUR OVER PREMIUM  FILTERTRATT 1X4;POUR OVER PREMIUM TRAGT 1x4;4,01E+12;4,01E+12;4,01E+12;;1;137;137;125;0,188;6;;286;421;136;1,308;8;24;1035;;;54,87;329,22;54,87;329,22;;;;;;;;;;;;;;;;;;;;;39241000
Nordic;Melitta;;;;6707965;20973;TILLBEHÖR ;FRANSK PRESS SST, 3 KOPPAR;FRANSK PRESS SST, 3 KOPPER;4,01E+12;4,01E+12;4,01E+12;;1;83;131;178;0,498;4;4;137;349;198;2,25;16;48;865;;;224;896;224;896;140;299;;;;;;;;X;;;;;;;;249;;;73134200
Nordic;Melitta;;;;6742942;21384;THERMKANNOR ;TERMOKANNA AROMA ELEGANCE+ SIGNATURE;TERMOKANDEAROMA ELEGANCE;4,01E+12;4,01E+12;4,01E+12;;1;190;168;180;0,86;1;6;395;520;200;6;24;96;945;;;380;380;380;380;;;;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;N;w 09 18;;6762265;21841;KAFFEBRYGGARE ;EXCELLENT 5.0 DELUXE SVART (vissa ståldetaljer)  ;EXCELLENT 5.0 DELUXE SORT (vissa ståldetaljer)  ;4,01E+12;4,01E+12;4,01E+12;1022-03;1;188;333;380;2,95;1;3;350;575;395;10,35;12;24;935;;;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;;;6760570;;TILLBEHÖR ;FILTERTRATT EXCELLENT 4.0  VIT;TRAGT EXCELLENT 4.0 HVID;4,01E+12;;;;1;150;150;144;0,15;1; ;150;150;144;0,15;;;;;;60;60;60;60;;;;;;;;;;;;;;;;;;;;;39241000
Nordic;Melitta;N;;;6765952;;TILLBEHÖR ;FILTERTRATT AROMA EXCELLENT 5.0 SVART;TRAGT EXCELLENT 5.0 SORT;4,01E+12;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39241000
Nordic;Melitta;N;;;6764341;;TILLBEHÖR ;FILTERTRATT AROMAFRESH 1021-01;TRAGT AROMAFRESH;4,01E+12;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39241000
Nordic;Melitta;;;;6763140;;TILLBEHÖR ;PORCLINSKANNA VIT 0,6L ;PORCELÆNSKANDE 102 HVID;4,01E+12;4,01E+12;4,01E+12;;1;137;169;160;0,345;1;1;169;137;160;0,345;64;256;1545;125;88,32;;;;;;;;;;;;;;;;;;;;;;;;;69111000
Nordic;Melitta;;;;6763128;;TILLBEHÖR ;FILTERTRATT PORSLIN 102 VIT;PORCELÆNSTRAGT 102 HVID;4,01E+12;4,01E+12;4,01E+12;;1;152;157;114;0,492;1;1;157;152;114;0,492;60;360;1723;212;177,12;;;;;;;;;;;;;;;;;;;;;;;;;69111000
Nordic;Melitta;;;6707910;6763134;;TILLBEHÖR ;FILTERTRATT PORSLIN 1 x 4 VIT;PORCELÆNSTRAGT 1X4 HVID;4,01E+12;4,01E+12;4,01E+12;;1;167;173;122;0,556;1;1;173;167;122;0,556;48;288;1777;198;160,128;;;;;;;;;;;;;;;;;;;;;;;;;69111000
Nordic;Melitta;;;;6748623;;KARTONG;Kartong Excellent 3.0 white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748630;;KARTONG;Kartong Excellent 3.0 black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748654;;KARTONG;Kartong Excellent Grande black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748661;;KARTONG;Kartong Excellent Grande white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748678;;KARTONG;Kartong Excellent SST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6688301;;KARTONG;Kartong Excellent Therm Steel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6760572;;KARTONG;Kartong Excellent 4.0 SST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6760573;;KARTONG;Kartong Excellent 4.0 white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6760574;;KARTONG;Kartong Excellent 4.0 black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6764524;;KARTONG;Kartong Excellent 5.0 white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6764525;;KARTONG;Kartong Excellent 5.0 black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6691981;;KARTONG;Kartong till Aroma Signature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6692018;;KARTONG;Kartong till Aroma Signature de Luxe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6757449;;KARTONG;Kartong Aroma Signature Style;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6692018;;KARTONG;Kartong Aroma Signature DeLuxe Vit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6757470;;KARTONG;Kartong Aroma Signature deLuxe SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748401;;KARTONG;Kartong Aroma Elegance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748418;;KARTONG;Kartong Aroma Elegance de Luxe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6757479;;KARTONG;Kartong Aroma Elegance Therm de Luxe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;;;KARTONG;Kartong Aroma Fresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748425;;KARTONG;Kartong Look IV white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748432;;KARTONG;Kartong Look IV black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748449;;KARTONG;Kartong Look IV Selection white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748456;;KARTONG;Kartong Look IV Selection black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748463;;KARTONG;Kartong Look IV DeLuxe white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748470;;KARTONG;Kartong Look IV DeLuxe black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6758259;;KARTONG;Kartong Look IV Therm deluxe black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6758261;;KARTONG;Kartong Look IV Therm Selection black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6758262;;KARTONG;Kartong Look IV Therm Selection white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6758263;;KARTONG;Kartong Look IV Therm black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6758264;;KARTONG;Kartong Look IV Therm white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6758265;;KARTONG;Kartong Look IV Therm Steel Black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748494;;KARTONG;Kartong Look IV Timer black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6599454;;KARTONG;Kartong Look Aqua Vario SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6678258;;KARTONG;Kartong Look Aqua SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748364;;KARTONG;Kartong Easy Therm white SCAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748371;;KARTONG;Kartong Easy Therm black SCAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748395;;KARTONG;Kartong Easy Top Therm black SCAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748333;;KARTONG;Kartong Easy black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748326;;KARTONG;Kartong Easy white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748357;;KARTONG;Kartong Easy Top black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6748395;;KARTONG;Kartong Easy Top Therm SST ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;;;KARTONG;Kartong Easy Top Timer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;;;KARTONG;Kartong Easy Timer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6692070;;KARTONG;Kartong Easy II, black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6692087;;KARTONG;Kartong Easy II, white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6759155;;KARTONG;Kartong Enjoy Top Therm vit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6759154;;KARTONG;Kartong Enjoy Top Therm SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6711801;;KARTONG;Kartong Enjoy Aqua SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6615598;;KARTONG;Kartong Enjoy Aqua vit/SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748555;;KARTONG;Kartong Aroma Boy white;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748562;;KARTONG;Kartong Aroma Boy black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6748517;;KARTONG;Kartong Single 5 black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6761325;;KARTONG;Kartong Cremio II SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6761326;;KARTONG;Kartong Cremio II Vit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6761324;;KARTONG;Kartong Cremio II SST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6758972;;KARTONG;Molino Kaffekvarn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6591762;;KARTONG;Kartong CaffeO Solo SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6591779;;KARTONG;Kartong CaffeO Solo silver/SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6756922;;KARTONG;EAN kod CaffeO Solo SVART (används tillsammans med 6591779 när 6591762 är slut);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6635473;;KARTONG;Kartong CaffeO Solo&Milk silver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;X;;;6697808;;KARTONG;Kartong CaffeO Solo&Perfect Milk SVARTE957-101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6697839;;KARTONG;Kartong CaffeO Solo&Perfect Milk silver E957-103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6618391;;KARTONG;Kartong  CaffeO CI silver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;;;;6618407;;KARTONG;Kartong CaffeO CI SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6765028;;KARTONG;Kartong CI Touch, SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6765028;;KARTONG;Kartong CI Touch, silver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6716318;;KARTONG;Kartong Barista TS SVART 750-102 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6716318;;KARTONG;Kartong Barista Smart TS, SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;;;KARTONG;Kartong Barista Smart TS, silver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6716370;;KARTONG;Kartong Barista Smart T, SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6716332;;KARTONG;Kartong Barista Smart T, silver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6758512;;KARTONG;Kartong VARIANZA CS BLACK F55/0-102 SCAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6752231;;KARTONG;Kartong Varianza CSP SVART;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;Melitta;N;;;6751531;;KARTONG;EAN kod Varianza CSP SILVER (används tillsammans med 6752231 när kartong behövs till 6736057);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48191000
Nordic;VCB;X;v.11 2019;6724801;6756994;95215;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR A06 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,166;3;;220;166;232;0,508;15;90;1141;;;56,1;168,3;49,4;148,2;29,757;89:- - 99:-;;;;776591;101225464;;;;;;;;;;;;;;59119099
Nordic;VCB;N;v.11 2019;;6765931;99744;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR A06 MP AirSpace Green Line;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,24;3;;220;166;232;0,73;15;90;1141;;;;;;;;;;;;;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;v.11 2019;6724818;6756995;94777;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR A07 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,251;3;;220;166;232;0,763;15;90;1141;;;56,1;168,3;49,4;148,2;29,757;89:- - 99:-;;;;774802;;;;;;;;;;;;;;;59119099
Nordic;VCB;N;v.11 2019;;6765935;99747;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR A07 MP AirSpace Green Line;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,212;;;;;;0,646;15;90;1141;;;;;;;;;;;;;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;v.07 2018;6724825;6756996;95319;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E69 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,175;3;;220;166;232;0,7;15;90;1141;;;56,1;168,3;49,4;148,2;29,76;89:- - 99:-;;;;776781;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;;6724832;6756997;95317;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E76 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,353;3;;220;166;232;0,8;15;90;1141;;;56,1;168,3;49,4;148,2;29,76;89:- - 99:-;;;;776799;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;v.07 2018;6656416;6756998;95946;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E77 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,304;3;;220;166;232;0,922;15;90;1146;;;56,1;168,3;49,4;148,2;29,76;89:- - 99:-;;;;772566;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;W44 2017;;5696130;93513;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E80 Papper;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,3;3;;146;166;236;0,915;25;150;1141;;;47,7;143,1;35,7;107,1;27,3;;;;;774281;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;v.11 2019;6724856;6756999;95217;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E81 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,283;3;;220;166;231;0,859;15;90;1141;;;56,1;168,3;49,4;148,2;29,76;89:- - 99:-;;;;776609;;;;;;;;;;;;;;;59119099
Nordic;VCB;N;v.11 2019;;6765936;99749;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E81 MP AirSpace Green Line;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,283;3;;220;166;231;0,859;15;90;1141;;;;;;;;;;;;;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;v.11 2019;6724863;6757000;95219;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E84 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,282;3;;220;166;231;0,856;15;90;1141;;;56,1;168,3;49,4;148,2;29,76;89:- - 99:-;;;;776617;;;;;;;;;;;;;;;59119099
Nordic;VCB;N;v.11 2019;;6765937;99751;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR E84 MP AirSpace Green Line;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,282;3;;220;166;231;0,856;15;90;1141;;;;;;;;;;;;;;;;;;;;;;;;;;;59119099
Nordic;VCB;X;v.11 2019;6724870;6757001;94781;DAMMSUGARPÅSAR;DAMMSUGARPÅSAR M40 MP AirSpace;;4,01E+12;4,01E+12;4,01E+12;;4;72;166;231;0,233;3;;220;166;231;0,88;15;90;1141;;;56,1;168,3;49,4;148,2;29,76;89:- - 99:-;;;;774927;101209858;;;;;;;;;;;;;;59119099
